Species	baseMean	log2FoldChange
Guopingia_tenuis	0.954418184	0.789312428
Enterocloster_clostridioformis	9.319970708	-0.851648248
Enterocloster_clostridioformis	1.306459693	-0.444691506
Enterocloster_clostridioformis	13.62273051	1.89135524
Schaedlerella_arabinosiphila	70.30756779	0.758228308
Enterocloster_clostridioformis	66.4730367	0.567807479
Enterocloster_clostridioformis	1.266776024	1.226652746
Enterocloster_clostridioformis	17.91784081	-1.180883714
Lactococcus_lactis	0.17757748	0.556630806
Lactococcus_lactis	0.157294289	1.120698142
Clostridium_scindens	8.549345093	-0.501865851
Enterocloster_clostridioformis	1.800337868	-0.538857691
Enterocloster_clostridioformis	1.082136692	-0.511358711
Dorea_sp52	0.743667026	0.523495193
Enterococcus_faecium	6.344608892	-0.362700656
Dorea_sp52	0.210432833	0.926598092
Clostridioides_difficile	43.00285227	-1.26224448
Anaerotruncus_spG3	105.4168293	0.704802071
Enterocloster_clostridioformis	19.88555699	0.12940395
Enterocloster_clostridioformis	46.66934004	-0.172687216
Enterocloster_clostridioformis	1.455563765	0.958158375
Hominisplanchenecus_murintestinalis	0.34917504	-0.001391585
Schaedlerella_arabinosiphila	0.193690244	-1.255120051
Anaerostipes_faecis	0.38138453	1.148466515
Enterocloster_clostridioformis	0.459131447	1.463511435
Coprobacillus_cateniformis	5.674816625	-1.691900162
Enterocloster_clostridioformis	7.240853694	-1.740047734
Lactococcus_lactis	0.377669779	-1.351839644
Extibacter_muris	0.482807729	-1.935058283
Schaedlerella_arabinosiphila	59.12103198	-3.51772634
Enterocloster_clostridioformis	56.15515445	-0.053800188
Coprobacillus_cateniformis	185.3519587	-1.841265201
Schaedlerella_arabinosiphila	180.8226216	1.857567417
Enterocloster_clostridioformis	2.001623209	1.295740338
Enterocloster_aldenensis	0.504708126	-0.516589512
Schaedlerella_arabinosiphila	2.79132665	-0.277770105
Enterocloster_clostridioformis	33.60397291	-0.029410143
Ligilactobacillus_murinus	24.49154959	2.824258106
Enterocloster_lavalensis	1.386911145	0.79399993
Providencia_rettgeri	0.589791399	2.859718655
Providencia_rettgeri	0.92863289	2.689189608
Schaedlerella_arabinosiphila	1.258726412	0.764333516
Enterocloster_clostridioformis	5.618920708	0.89602073
Enterocloster_clostridioformis	4.633405684	2.428081019
Lactococcus_lactis	0.360972782	-0.01998467
Enterocloster_clostridioformis	289.7405074	2.113694541
Enterocloster_clostridioformis	22.84699736	2.538373308
Enterocloster_clostridioformis	2.054440085	-1.196273694
Dysosmobacter_welbionis	21.68875822	-6.688631733
Enterocloster_aldenensis	15.53592726	-0.717263643
Erysipelatoclostridium_innocuum	3.67037786	-3.777433494
Coprobacillus_cateniformis	39.21357487	-1.88649541
Lactococcus_lactis	0.735346855	0.155351684
Providencia_rettgeri	0.479410674	0.770233471
Enterocloster_clostridioformis	32.86467134	-1.188924195
Enterocloster_clostridioformis	0.231538616	-1.043026339
Hominisplanchenecus_murintestinalis	0.229599119	-1.533331146
Ligilactobacillus_murinus	0.526386415	2.683752401
Enterocloster_clostridioformis	0.456156764	-0.275525192
Coprobacillus_cateniformis	3.238462643	-1.461972332
Extibacter_muris	0.407384053	-2.329137061
Extibacter_muris	0.419808658	-2.209763347
Coprobacillus_cateniformis	8.871237577	-1.940978002
Coprobacillus_cateniformis	152.6169679	-1.858364186
Lactococcus_lactis	0.31201596	-1.141176363
Blautia_pseudococcoides	16.66993389	0.118830169
Enterococcus_faecium	0.853389126	2.505557104
Anaerostipes_faecis	0.315715919	0.557224839
Ligilactobacillus_murinus	13.69897665	2.735521615
Schaedlerella_arabinosiphila	1.479698429	-2.066288287
Enterocloster_clostridioformis	5.803603596	-1.759566007
Extibacter_muris	0.7694365	-2.686680926
Providencia_rettgeri	1.107640853	1.257123517
Dorea_sp52	37.58941162	-0.460249024
Clostridium_scindens	17.46300044	1.250659386
Enterocloster_clostridioformis	0.584067507	0.397254635
Enterocloster_clostridioformis	0.390432462	-1.677243045
Schaedlerella_arabinosiphila	93.36776047	-3.068475296
Enterocloster_clostridioformis	20.58247152	-0.02871041
Extibacter_muris	0.691046771	-2.496460452
Clostridium_scindens	2.212818843	1.020469347
Extibacter_muris	0.410961817	-2.360570083
Schaedlerella_arabinosiphila	11.07971025	-0.299287543
Enterocloster_bolteae	6.144011261	-1.306700572
Clostridioides_difficile	7.518342261	-0.867132068
Lactococcus_lactis	0.317059754	-1.444133381
Dysosmobacter_welbionis	0.665961889	-2.951061384
Enterocloster_clostridioformis	2.442939801	0.726344269
Blautia_pseudococcoides	1.998392032	1.202958071
Extibacter_muris	0.342075815	-2.098755457
Schaedlerella_arabinosiphila	14.01275658	-2.282854782
Extibacter_muris	0.313298349	-1.997728722
Guopingia_tenuis	0.602979537	-0.944478604
Anaerostipes_faecis	0.383395429	0.701610929
Enterocloster_clostridioformis	27.64461467	-1.069738706
Clostridium_scindens	0.751754077	0.930680137
Dysosmobacter_welbionis	1.335183367	-3.956186642
Providencia_rettgeri	1.042903052	0.857128568
Hominisplanchenecus_murintestinalis	0.451492023	1.059762051
Dorea_sp52	12.20653288	0.116648304
Extibacter_muris	0.349114913	-1.927290978
Guopingia_tenuis	0.780694919	-0.044676349
Extibacter_muris	1.297136901	-2.992577413
Enterocloster_clostridioformis	32.69477667	-1.002543166
Clostridioides_difficile	19.79186871	-1.021562862
Enterocloster_clostridioformis	19.28009377	-1.431396427
Enterocloster_clostridioformis	0.959216825	0.951842341
Providencia_rettgeri	0.345325678	0.312120055
Enterocloster_clostridioformis	1.976951769	-0.548185536
Enterocloster_clostridioformis	0.841516877	0.375735232
Schaedlerella_arabinosiphila	1.963123411	-3.62634953
Clostridioides_difficile	143.9340363	-0.90546145
Enterocloster_clostridioformis	23.17332275	0.109253497
Blautia_pseudococcoides	0.49602229	-5.92E-01
Enterocloster_clostridioformis	4.120014763	0.798193745
Erysipelatoclostridium_innocuum	3.331720241	0.010369957
Enterocloster_clostridioformis	26.19706448	0.788477542
Erysipelatoclostridium_innocuum	175.9485171	0.380701501
Blautia_pseudococcoides	0.558062362	-0.909527676
Blautia_pseudococcoides	45.9418788	-0.369952216
Schaedlerella_arabinosiphila	15.06312216	-0.308148977
Ligilactobacillus_murinus	3.157968144	2.477689182
Dysosmobacter_welbionis	0.500675841	-2.547148953
Ligilactobacillus_murinus	2.333545053	2.642548543
Ligilactobacillus_murinus	32.33880585	2.283204909
Clostridium_scindens	0.917756288	0.87470779
Enterocloster_clostridioformis	48.97649077	-1.002174346
Dysosmobacter_welbionis	0.41764329	-2.309483153
Ligilactobacillus_murinus	6.992959292	2.293239183
Enterocloster_clostridioformis	9.403561055	-1.473087328
Lactococcus_lactis	0.15938515	1.206089248
Guopingia_tenuis	0.317327873	-0.505913502
Schaedlerella_arabinosiphila	15.83430475	-3.108123069
Lactococcus_lactis	0.306746256	-0.034699385
Enterocloster_clostridioformis	0.249281865	-1.043618877
Extibacter_muris	0.291035539	-1.920610787
Extibacter_muris	0.275437143	-1.871102784
Schaedlerella_arabinosiphila	38.35857071	-3.33016909
Enterocloster_clostridioformis	34.9132516	-0.611222038
Acutalibacter_muris	26.57765622	0.487427828
Extibacter_muris	2.864642264	-5.071429293
Enterocloster_clostridioformis	11.93565966	0.113829916
Enterocloster_clostridioformis	3.296515953	-1.592679645
Enterocloster_clostridioformis	12.07027008	0.519677778
Guopingia_tenuis	0.730576862	0.556046492
Enterocloster_clostridioformis	1.039794481	-0.449826242
Enterocloster_clostridioformis	10.38429028	-1.16216333
Providencia_rettgeri	0.625361061	2.942297236
Dorea_sp52	106.0572112	-0.738523573
Enterocloster_clostridioformis	0.907536177	3.471353657
Providencia_rettgeri	0.823824785	3.341183579
Lactococcus_lactis	0.354521924	-0.489076677
Extibacter_muris	1.429402149	-4.091059097
Dysosmobacter_welbionis	0.389706089	-2.228595154
Dysosmobacter_welbionis	1.182236125	-3.777863632
Enterocloster_clostridioformis	0.486406553	-0.290158079
Lactococcus_lactis	0.233669203	0.658603343
Enterocloster_clostridioformis	45.04421345	0.986511791
Enterocloster_clostridioformis	10.94385325	0.230434848
Extibacter_muris	1.001240621	-3.587609222
Enterocloster_clostridioformis	4.791730593	0.376689737
Dysosmobacter_welbionis	1.064747193	-3.62897364
Anaerostipes_faecis	0.291841677	1.776087351
Enterocloster_clostridioformis	1.922395261	-0.217987532
Guopingia_tenuis	0.924914427	-1.190539936
Enterocloster_clostridioformis	4.948994729	-0.303841134
Dysosmobacter_welbionis	0.319012344	-1.968478322
Lactococcus_lactis	0.242123479	0.641677237
Extibacter_muris	0.92645737	-3.467573947
Acutalibacter_muris	27.02349033	0.894376801
Enterocloster_clostridioformis	0.797816074	-0.967412057
Enterocloster_clostridioformis	148.4838466	-9.709396765
Schaedlerella_arabinosiphila	0.75240747	-2.600296337
Clostridium_scindens	1.069688685	1.838396107
Schaedlerella_arabinosiphila	0.621904651	1.544973692
Providencia_rettgeri	0.512139984	0.194446221
Schaedlerella_arabinosiphila	0.61487406	-1.802986509
Guopingia_tenuis	0.966828332	-0.463274985
Lactococcus_lactis	0.256856063	1.703256267
Clostridium_scindens	1.092623749	0.589136029
Extibacter_muris	0.705561341	-2.584646871
Enterocloster_clostridioformis	13.60173614	-0.975230236
Clostridioides_difficile	98.01075076	-0.992801058
Guopingia_tenuis	0.577176223	-1.01912814
Enterocloster_clostridioformis	17.76565665	2.784972223
Enterocloster_clostridioformis	2.177676406	0.11186648
Extibacter_muris	0.617979953	-2.88828079
Schaedlerella_arabinosiphila	2.200007357	-3.351525381
Dysosmobacter_welbionis	1.138700528	-3.725914521
Enterocloster_clostridioformis	0.766010839	-1.08962002
Enterocloster_clostridioformis	62.247038	-0.035846334
Enterocloster_clostridioformis	49.73303485	-1.149296514
Blautia_pseudococcoides	158.0497825	-0.452483152
Clostridium_scindens	18.28044557	0.818969621
Schaedlerella_arabinosiphila	4.832047542	-3.261094513
Enterocloster_clostridioformis	12.65078163	-0.831769896
Enterocloster_clostridioformis	6.060047044	2.888394376
Enterocloster_clostridioformis	39.8387738	0.552227665
Enterocloster_clostridioformis	9.185425256	1.631966355
Coprobacillus_cateniformis	25.64592247	-4.089089227
Enterocloster_clostridioformis	0.687503601	2.016126216
Lactococcus_lactis	0.185145273	1.14374247
Enterocloster_clostridioformis	44.25734868	-1.180447167
Anaerostipes_caccae	0.203860968	0.642061592
Enterocloster_clostridioformis	35.20066327	0.653901173
Lactococcus_lactis	0.15938515	1.206089248
Guopingia_tenuis	0.415690732	-0.804686715
Dysosmobacter_welbionis	0.543432384	-2.663065187
Enterocloster_clostridioformis	10.85047783	0.595630444
Extibacter_muris	0.546289071	-2.716210381
Enterocloster_clostridioformis	5.490112892	0.748496505
Enterocloster_clostridioformis	1.789705803	-1.432601833
Lactococcus_lactis	0.2853373	-0.000611308
Enterocloster_clostridioformis	134.9387252	0.467199127
Enterocloster_clostridioformis	19.90391627	-1.110430632
Flavonifractor_plautii	1197.076144	-0.243732745
Anaerostipes_faecis	0.223571054	0.801075598
Extibacter_muris	0.35291073	-1.490840658
Enterocloster_clostridioformis	0.137222297	0.966608337
Providencia_rettgeri	0.321599493	1.425477111
Enterocloster_clostridioformis	35.87528724	-0.763140976
Enterocloster_clostridioformis	0.713299688	-0.566609715
Providencia_rettgeri	0.899308732	1.642829263
Lactococcus_lactis	0.313918393	0.794403064
Enterocloster_clostridioformis	3.004391088	2.231501834
Enterocloster_clostridioformis	4.834473223	-0.780539555
Guopingia_tenuis	0.349567059	-1.351625734
Anaerostipes_rhamnosivorans	1.605079995	-1.377493227
Lactococcus_lactis	0.404663376	1.039148873
Enterocloster_clostridioformis	10.20326074	-1.854215965
Schaedlerella_arabinosiphila	71.76653991	-3.106378434
Extibacter_muris	0.808812856	-3.278750906
Enterocloster_clostridioformis	33.75563745	0.454590444
Enterocloster_clostridioformis	27.40036553	0.458416167
Schaedlerella_arabinosiphila	9.040034979	-3.18671727
Enterocloster_clostridioformis	46.08108658	-0.89619611
Ligilactobacillus_murinus	0.29878718	0.331734092
Enterocloster_clostridioformis	0.393497494	0.644554437
Enterococcus_faecium	2.072942492	0.215759058
Schaedlerella_arabinosiphila	47.50050088	0.58743725
Enterocloster_clostridioformis	9.3210468	-1.214697416
Enterocloster_aldenensis	1.524783211	4.200234916
Enterocloster_clostridioformis	15.84277454	-1.084770489
Lactococcus_lactis	0.318266903	1.366254302
Guopingia_tenuis	0.96945973	-0.79584663
Lactococcus_lactis	0.23903129	0.641641749
Delftia_lacustris	0.229817156	0.941532079
Clostridioides_difficile	137.826171	-1.1467681
Clostridium_scindens	0.440393215	0.597866549
Delftia_lacustris	0.366994132	-1.350518064
Schaedlerella_arabinosiphila	9.691395412	-2.438283606
Guopingia_tenuis	0.963385305	-0.471753425
Providencia_rettgeri	0.350685895	1.485855812
Enterocloster_aldenensis	41.39214198	-1.139612592
Providencia_rettgeri	0.982469074	2.514116962
Extibacter_muris	0.568585298	-2.305253893
Schaedlerella_arabinosiphila	106.0119781	-2.95434695
Dorea_sp52	0.669447839	-0.092916635
Schaedlerella_arabinosiphila	64.45603177	-3.118590068
Dysosmobacter_welbionis	0.764592835	-3.146790937
Lactococcus_lactis	0.30126195	-1.580136708
Dysosmobacter_welbionis	0.291854196	-1.733568301
Guopingia_tenuis	0.385389907	-0.316559694
Ligilactobacillus_murinus	35.18739048	2.035640342
Enterocloster_clostridioformis	4.333576584	4.170858674
Enterocloster_clostridioformis	4.410100513	0.988748185
Enterocloster_clostridioformis	1.844026588	1.137090599
Extibacter_muris	0.308739797	-0.831134085
Enterocloster_bolteae	28.55413492	1.131730477
Enterocloster_clostridioformis	21.98389429	-1.225878617
Enterocloster_clostridioformis	33.66006431	0.433243555
Enterocloster_clostridioformis	2.381041384	-0.671481353
Blautia_pseudococcoides	5.232193305	-1.128002389
Enterocloster_clostridioformis	0.719152582	0.703960633
Enterocloster_clostridioformis	6.786750639	1.17798665
Enterocloster_clostridioformis	21.58646231	-0.827380678
Extibacter_muris	0.449222831	-1.885495415
Enterocloster_clostridioformis	21.16827173	0.505342738
Dysosmobacter_welbionis	1.691212128	-4.296631238
Blautia_pseudococcoides	0.612176127	-1.048536918
Dorea_sp52	11.33275373	0.946510318
Enterocloster_clostridioformis	20.37506884	0.497630704
Guopingia_tenuis	0.463635259	0.466484648
Schaedlerella_arabinosiphila	2.853623593	1.217755197
Anaerostipes_faecis	0.252009793	-0.831198338
Flavonifractor_plautii	3.607749562	0.059654766
Dorea_sp52	56.99479814	1.224655612
Anaerostipes_faecis	0.22859755	1.149857354
Dorea_sp52	2.307061053	-4.745886366
Anaerostipes_faecis	0.411576615	-0.087338321
Enterocloster_clostridioformis	63.04361868	0.173023461
Enterocloster_clostridioformis	11.55043216	-0.879869146
Intestinimonas_butyriciproducens	0.740940187	0.893143336
Dysosmobacter_welbionis	0.512235593	-2.591033559
Erysipelatoclostridium_innocuum	437.9602757	0.442111563
Coprobacillus_cateniformis	6.945531514	-2.385907722
Dysosmobacter_welbionis	0.263916994	-1.694896596
Enterocloster_clostridioformis	5.701977102	1.19379947
Guopingia_tenuis	0.389531007	-1.565889135
Enterocloster_clostridioformis	4.38960479	-0.020870734
Anaerostipes_faecis	0.296829752	1.639603828
Schaedlerella_arabinosiphila	23.46152904	-3.382558539
Extibacter_muris	0.755682692	-2.096331072
Guopingia_tenuis	0.862504985	0.52797752
Dysosmobacter_welbionis	1.203654147	-3.802468222
Providencia_rettgeri	0.603248669	1.351421162
Blautia_wexlerae	0.360617764	0.357691472
Intestinimonas_butyriciproducens	1.776762708	0.609096639
Intestinimonas_butyriciproducens	2.351652258	1.154899928
Providencia_rettgeri	0.571314765	1.254065546
Extibacter_muris	0.606228895	-2.840376506
Enterocloster_clostridioformis	8.029700081	0.230699541
Clostridium_scindens	0.139179547	0.984703059
Hungatella_hathewayi	1.901128278	3.323460347
Enterocloster_clostridioformis	2.254870467	-0.966433047
Enterocloster_clostridioformis	0.708223839	-0.80233983
Enterocloster_clostridioformis	4.938517114	-0.426762583
Clostridium_scindens	21.37329743	1.120991275
Clostridium_scindens	5.108948873	0.864633877
Dorea_sp52	1.128825463	-1.749039794
Acetatifactor_aquisgranensis	0.633406113	1.871283977
Dorea_sp52	15.27604189	-0.053946804
Providencia_rettgeri	0.4885956	0.555490175
Ligilactobacillus_murinus	66.83677613	2.59005572
Extibacter_muris	0.622807336	-2.91675195
Providencia_rettgeri	0.709672671	1.622803984
Coprobacillus_cateniformis	23.58037437	-1.933429489
Enterocloster_clostridioformis	15.1979534	-1.364669936
Enterocloster_clostridioformis	19.18605034	0.783243526
Enterocloster_clostridioformis	0.843159486	0.59408848
Dysosmobacter_welbionis	1.11154238	-3.688602726
Flavonifractor_plautii	9.162442122	-0.395885581
Enterocloster_clostridioformis	64.49072957	1.013856
Flavonifractor_plautii	4.83216417	-0.105948743
Delftia_lacustris	0.641181211	-1.170111755
Enterocloster_clostridioformis	2.864493428	-1.955514797
Enterocloster_clostridioformis	80.16832493	-0.963898623
Enterocloster_clostridioformis	30.38133735	0.510026772
Enterocloster_clostridioformis	44.90349185	0.641464214
Enterocloster_clostridioformis	5.152608852	2.339557876
Anaerotruncus_spG3	151.6500165	0.872337526
Dysosmobacter_welbionis	1.229254187	-3.841335421
Enterocloster_clostridioformis	0.332897246	2.033838598
Lactococcus_lactis	0.44557701	1.384886035
Intestinimonas_butyriciproducens	118.6755327	0.890393731
Clostridium_scindens	6.548971675	0.975561103
Enterocloster_clostridioformis	1.642129975	0.042091761
Extibacter_muris	1.494328147	-3.695245344
Lactococcus_lactis	0.35971177	-0.403956119
Enterocloster_clostridioformis	5.850663992	-1.623577055
Blautia_pseudococcoides	0.44514922	0.558828464
Schaedlerella_arabinosiphila	42.5851983	1.909528855
Blautia_pseudococcoides	16.87263404	-0.79061149
Clostridioides_difficile	2.015060546	-1.096108738
Anaerotruncus_spG3	11.01451964	0.568561234
Lactococcus_lactis	0.334490463	-0.403737199
Anaerotruncus_spG3	40.04770431	0.911440871
Acutalibacter_muris	51.26648031	0.026611508
Enterocloster_clostridioformis	21.28424042	0.648902768
Lactococcus_lactis	0.676024657	1.248329332
Extibacter_muris	0.75978304	-2.647530116
Enterocloster_aldenensis	6.457891167	-0.96013079
Lactococcus_lactis	0.622446461	1.19799334
Enterocloster_clostridioformis	3.460825551	0.604350324
Dysosmobacter_welbionis	174.3606284	-0.715351274
Clostridioides_difficile	67.98942916	-1.032768485
Lactococcus_lactis	0.460932837	-1.375287707
Acetatifactor_aquisgranensis	37.10406363	-2.41375349
Extibacter_muris	0.657588248	-1.962875553
Schaedlerella_arabinosiphila	40.76893828	-3.209308446
Schaedlerella_arabinosiphila	7.582504208	-3.680841311
Clostridioides_difficile	0.344176845	-0.789997064
Anaerotruncus_spG3	52.14831124	0.837581394
Enterocloster_clostridioformis	11.03835815	-0.636215979
Blautia_pseudococcoides	0.688104074	-1.253387377
Enterocloster_clostridioformis	2.590704087	-0.556554092
Schaedlerella_arabinosiphila	1.988421006	-4.509722993
Providencia_rettgeri	0.260610031	0.242414338
Enterocloster_clostridioformis	1.353569168	-0.718344794
Dorea_sp52	36.03647661	1.107224226
Dorea_sp52	38.65423188	2.816897252
Enterocloster_clostridioformis	10.67552091	0.217221382
Erysipelatoclostridium_ramosum	259.2654153	-0.503785908
Blautia_pseudococcoides	1.016422522	-0.323895712
Dysosmobacter_welbionis	0.346949545	-2.053191759
Enterocloster_clostridioformis	2.199063001	-0.737574313
Clostridioides_difficile	13.40058644	-1.071879875
Enterocloster_clostridioformis	1.654529312	-1.766164874
Enterocloster_clostridioformis	0.394333871	0.437228779
Enterocloster_clostridioformis	14.50647334	0.020677359
Enterocloster_clostridioformis	4.745925131	-0.148200113
Enterocloster_clostridioformis	51.05788587	-1.312307343
Dorea_sp52	24.87523805	0.799034946
Dysosmobacter_welbionis	0.832806044	-3.26350626
Enterocloster_clostridioformis	6.183793477	-0.142760437
